Var_ID,Variant,Ref_Modal,Variant_Slug,Var_Location,Price,Modal_ID,Ref_Brand,Engine,Cylinders,Drive_Type,Fuel_Tank,Fuel_Economy,Fuel_Type,Horsepower,Torque,Transmission,Seating_Capacity,Acceleration,Battery_Size,Battery_Range,Motor,Top_Speed,Featured_Image,Gallery,Status,Created_At
78,"1.5T Luxury",X7,1-5t-luxury,KSA,"1,10,500",78,299,1.5,4,"Front Wheel Drive",51,,Petrol,156,230,CVT,"5 Seater",,,,,,BAIC-X7-2024-1.5T-Luxury,BAIC-X7-2024-1.5T-Luxury,Publish,"0000-00-00 00:00:00"
79,"1.5T Honor",X7,1-5t-honor,KSA,"1,16,990",79,299,1.5,4,"Front Wheel Drive",60,7.6,Petrol,188,305,Automatic,"5 Seater",8,,,,,BAIC-X7-2024-1.5T-Honor,BAIC-X7-2024-1.5T-Honor,Publish,"0000-00-00 00:00:00"
80,"1.5L Luxury",D50,1-5l-luxury,KSA,"69,930",80,299,1.5,4,"Front Wheel Drive",,,Petrol,113,143,CVT,"5 Seater",,,,,,BAIC-D50-2024-1.5L-Luxury,BAIC-D50-2024-1.5L-Luxury,Publish,"0000-00-00 00:00:00"
81,"1.5L Elite",D50,1-5l-elite,KSA,"63,590",81,299,1.5,4,"Front Wheel Drive",50,,Petrol,110,148,CVT,"N A",,,,,,BAIC-D50-2024-1.5L-Elite,BAIC-D50-2024-1.5L-Elite,Publish,"0000-00-00 00:00:00"
82,"1.5T Premium",X55,1-5t-premium,KSA,"1,08,000",82,299,1.5,4,"Front Wheel Drive",58,5.8,Petrol,168,258,Automatic,"5 Seater",,,,,200,BAIC-X55-2024-1.5T-Premium,BAIC-X55-2024-1.5T-Premium,Publish,"0000-00-00 00:00:00"
83,"2.0T Permium","BJ40 C",2-0t-permium,KSA,TBD,83,299,2,4,"All Wheel Drive",75,10,Petrol,230,380,Automatic,"4 Seater",15.1,,,,150,BAIC-BJ40-C-2024-2.0T-Permium,BAIC-BJ40-C-2024-2.0T-Permium,Publish,"0000-00-00 00:00:00"
84,"2.0T Flagship",BJ60,2-0t-flagship,KSA,TBD,84,299,2,4,"All Wheel Drive",85,,Petrol,185,305,Automatic,"5 Seater",,,,,180,BAIC-BJ60-2024-2.0T-Flagship,BAIC-BJ60-2024-2.0T-Flagship,Publish,"0000-00-00 00:00:00"
85,Concept,"EXP 100 GT",concept,KSA,TBD,85,303,0,"N/A, Electric","All Wheel Drive",,,Electric,,1500,,"4 Seater",2.5,,700,Quadruple,300,Bentley-EXP-100-GT-2024-Concept,Bentley-EXP-100-GT-2024-Concept,Publish,"0000-00-00 00:00:00"
86,"4.0T V8","Flying Spur",4-0t-v8,KSA,"11,74,500",86,303,4,8,"Rear Wheel Drive",72,13,Petrol,755,800,Automatic,"2 Seater",2.8,,,,330,Bentley-Flying-Spur-2024-4.0T-V8,Bentley-Flying-Spur-2024-4.0T-V8,Publish,"0000-00-00 00:00:00"
87,"2.9T V6 Hybrid","Flying Spur",2-9t-v6-hybrid,KSA,TBD,87,303,2.9,6,"All Wheel Drive",80,,Hybrid,544,750,Automatic,"5 Seater",4.3,,,Single,285,Bentley-Flying-Spur-2024-2.9T-V6-Hybrid,Bentley-Flying-Spur-2024-2.9T-V6-Hybrid,Publish,"0000-00-00 00:00:00"
88,"4.0L V8",Bentayga,4-0l-v8,KSA,"11,02,200",88,303,4,8,"All Wheel Drive",85,11.4,Petrol,542,770,Automatic,"5 Seater",4.5,,,,290,Bentley-Bentayga-2024-4.0L-V8,Bentley-Bentayga-2024-4.0L-V8,Publish,"0000-00-00 00:00:00"
89,"6.0L W12 Speed",Bentayga,6-0l-w12-speed,KSA,TBD,89,303,6,12,"All Wheel Drive",85,13.1,Petrol,626,900,Automatic,"5 Seater",4.1,,,,301,Bentley-Bentayga-2024-6.0L-W12-Speed,Bentley-Bentayga-2024-6.0L-W12-Speed,Publish,"0000-00-00 00:00:00"
90,"4.0L V8 EWB Azure",Bentayga,4-0l-v8-ewb-azure,KSA,TBD,90,303,4,8,"All Wheel Drive",85,11.4,Petrol,542,770,Automatic,"5 Seater",4.6,,,,290,Bentley-Bentayga-2024-4.0L-V8-EWB-Azure,Bentley-Bentayga-2024-4.0L-V8-EWB-Azure,Publish,"0000-00-00 00:00:00"
91,"4.0T V8","Continental GT",4-0t-v8,KSA,"12,00,000",91,303,4,8,"Rear Wheel Drive",73,10.3,Petrol,503,685,Automatic,"2 Seater",3.6,,,,314,Bentley-Continental-GT-2024-4.0T-V8,Bentley-Continental-GT-2024-4.0T-V8,Publish,"0000-00-00 00:00:00"
92,"6.0T W12","Flying Spur",6-0t-w12,KSA,"15,75,000",92,303,6,12,"All Wheel Drive",98,12.2,Petrol,626,900,Automatic,"5 Seater",3.8,,,,333,Bentley-Flying-Spur-2024-6.0T-W12,Bentley-Flying-Spur-2024-6.0T-W12,Publish,"0000-00-00 00:00:00"
93,W12,"Continental GT Convertible",w12,KSA,"13,00,000",93,303,6,12,"All Wheel Drive",90,14.9,Petrol,567,700,Automatic,"4 Seater",4.7,,,,314,Bentley-Continental-GT-Convertible-2024-W12,Bentley-Continental-GT-Convertible-2024-W12,Publish,"0000-00-00 00:00:00"
94,"6.0L W12 (626 HP)","Continental GT",6-0l-w12-626-hp,KSA,"17,60,000",94,303,6,12,"All Wheel Drive",90,12.2,Petrol,626,900,Automatic,"4 Seater",3.7,,,,333,Bentley-Continental-GT-2024-6.0L-W12-626-HP,Bentley-Continental-GT-2024-6.0L-W12-626-HP,Publish,"0000-00-00 00:00:00"
95,"6.75L V8",Mulsanne,6-75l-v8,KSA,DISCONTINUED,95,303,6.8,8,"Rear Wheel Drive",96,14.6,Petrol,505,1020,Automatic,"5 Seater",5.3,,,,296,Bentley-Mulsanne-2024-6.75L-V8,Bentley-Mulsanne-2024-6.75L-V8,Publish,"0000-00-00 00:00:00"
96,"6.75L V8 Speed",Mulsanne,6-75l-v8-speed,KSA,DISCONTINUED,96,303,6.8,8,"Rear Wheel Drive",96,15,Petrol,530,1100,Automatic,"5 Seater",4.9,,,,305,Bentley-Mulsanne-2024-6.75L-V8-Speed,Bentley-Mulsanne-2024-6.75L-V8-Speed,Publish,"0000-00-00 00:00:00"
97,"6.75L V8 Extended Wheelbase",Mulsanne,6-75l-v8-extended-wheelbase,KSA,DISCONTINUED,97,303,6.8,8,"Rear Wheel Drive",96,15,Petrol,505,1020,Automatic,"5 Seater",5.5,,,,296,Bentley-Mulsanne-2024-6.75L-V8-Extended-Wheelbase,Bentley-Mulsanne-2024-6.75L-V8-Extended-Wheelbase,Publish,"0000-00-00 00:00:00"
98,"1.6L Premium",T33,1-6l-premium,KSA,TBD,98,308,1.6,4,"Front Wheel Drive",50,6.7,Petrol,127,157,Automatic,"5 Seater",9.5,,,,209,Bestune-T33-2024-1.6L-Premium,Bestune-T33-2024-1.6L-Premium,Publish,"0000-00-00 00:00:00"
99,"1.5T Premium","T77 Pro",1-5t-premium,KSA,"94,393",99,308,1.5,4,"Front Wheel Drive",,5.9,Petrol,168,258,Automatic,"5 Seater",,,,,,Bestune-T77-Pro-2024-1.5T-Premium,Bestune-T77-Pro-2024-1.5T-Premium,Publish,"0000-00-00 00:00:00"
100,"1.5T Deluxe","T77 Pro",1-5t-deluxe,KSA,"83,468",100,308,1.5,4,"Front Wheel Drive",45,7.1,Petrol,166,258,Automatic,"5 Seater",,,,,192,Bestune-T77-Pro-2024-1.5T-Deluxe,Bestune-T77-Pro-2024-1.5T-Deluxe,Publish,"0000-00-00 00:00:00"
101,"1.5T Limousine","T77 Pro",1-5t-limousine,KSA,"97,498",101,308,1.5,4,"Front Wheel Drive",45,6.8,Petrol,166,258,Automatic,"5 Seater",,,,,192,Bestune-T77-Pro-2024-1.5T-Limousine,Bestune-T77-Pro-2024-1.5T-Limousine,Publish,"0000-00-00 00:00:00"
102,"2.0T Deluxe",T99,2-0t-deluxe,KSA,"1,10,263",102,308,2,4,"Front Wheel Drive",64,7.9,Petrol,224,340,Automatic,"5 Seater",8.2,,,,210,Bestune-T99-2024-2.0T-Deluxe,Bestune-T99-2024-2.0T-Deluxe,Publish,"0000-00-00 00:00:00"
103,"2.0T Premium",T99,2-0t-premium,KSA,"1,01,063",103,308,2,4,"Rear Wheel Drive",60,9.6,Petrol,252,360,Automatic,"5 Seater",5.9,,,,240,Bestune-T99-2024-2.0T-Premium,Bestune-T99-2024-2.0T-Premium,Publish,"0000-00-00 00:00:00"
104,"2.0T Limousine",T99,2-0t-limousine,KSA,"1,03,593",104,308,2,4,"Front Wheel Drive",60,,Petrol,221,340,Automatic,"5 Seater",,,,,210,Bestune-T99-2024-2.0T-Limousine,Bestune-T99-2024-2.0T-Limousine,Publish,"0000-00-00 00:00:00"
105,"1.5T Premium",B70S,1-5t-premium,KSA,"94,163",105,308,1.5,4,"Front Wheel Drive",45,7.1,Petrol,166,258,Automatic,"5 Seater",,,,,192,Bestune-B70S-2024-1.5T-Premium,Bestune-B70S-2024-1.5T-Premium,Publish,"0000-00-00 00:00:00"
106,"1.5T Limo",B70S,1-5t-limo,KSA,"99,683",106,308,1.5,4,"Front Wheel Drive",,5.9,Petrol,168,258,Automatic,"5 Seater",,,,,,Bestune-B70S-2024-1.5T-Limo,Bestune-B70S-2024-1.5T-Limo,Publish,"0000-00-00 00:00:00"
107,"2.0T Limo",B70S,2-0t-limo,KSA,"1,05,893",107,308,2,4,"Front Wheel Drive",,6.5,Petrol,224,340,Automatic,"5 Seater",,,,,,Bestune-B70S-2024-2.0T-Limo,Bestune-B70S-2024-2.0T-Limo,Publish,"0000-00-00 00:00:00"
108,"2.0T Premium",B70S,2-0t-premium,KSA,"1,16,933",108,308,2,4,"Front Wheel Drive",,6.5,Petrol,224,340,Automatic,"5 Seater",,,,,,Bestune-B70S-2024-2.0T-Premium,Bestune-B70S-2024-2.0T-Premium,Publish,"0000-00-00 00:00:00"
109,"2.0L Comfort",B70,2-0l-comfort,KSA,"83,583",109,308,2,4,"Front Wheel Drive",50,7.4,Petrol,159,191,Automatic,"5 Seater",9.5,,,,200,Bestune-B70-2024-2.0L-Comfort,Bestune-B70-2024-2.0L-Comfort,Publish,"0000-00-00 00:00:00"
110,"1.5T Premium",B70,1-5t-premium,KSA,"88,294",110,308,1.5,4,"Front Wheel Drive",55,7.3,Petrol,147,220,Automatic,"5 Seater",,,,,,Bestune-B70-2024-1.5T-Premium,Bestune-B70-2024-1.5T-Premium,Publish,"0000-00-00 00:00:00"
111,"2.0T Limousine",B70,2-0t-limousine,KSA,"1,22,683",111,308,2,4,"Front Wheel Drive",58,7.6,Petrol,214,340,Automatic,"5 Seater",7.8,,,,,Bestune-B70-2024-2.0T-Limousine,Bestune-B70-2024-2.0T-Limousine,Publish,"0000-00-00 00:00:00"
112,"40i xDrive",X5,40i-xdrive,KSA,"4,20,500",112,289,3,6,"All Wheel Drive",83,8.8,Petrol,340,450,Automatic,"5 Seater",5.5,,,,243,BMW-X5-2024-40i-xDrive,BMW-X5-2024-40i-xDrive,Publish,"0000-00-00 00:00:00"
113,"50i xDrive",X5,50i-xdrive,KSA,TBD,113,289,4.4,6,"All Wheel Drive",83,11.6,Petrol,462,650,Automatic,"5 Seater",4.7,,,,243,BMW-X5-2024-50i-xDrive,BMW-X5-2024-50i-xDrive,Publish,"0000-00-00 00:00:00"
114,"40i xDrive M Sport",X5,40i-xdrive-m-sport,KSA,TBD,114,289,3,6,"All Wheel Drive",83,8.8,Petrol,340,450,Automatic,"5 Seater",5.5,,,,243,BMW-X5-2024-40i-xDrive-M-Sport,BMW-X5-2024-40i-xDrive-M-Sport,Publish,"0000-00-00 00:00:00"
115,"M50i xDrive",X5,m50i-xdrive,KSA,"6,88,390",115,289,4.4,8,"All Wheel Drive",83,10.5,Petrol,530,750,Automatic,"5 Seater",4.3,,,,250,BMW-X5-2024-M50i-xDrive,BMW-X5-2024-M50i-xDrive,Publish,"0000-00-00 00:00:00"
116,"M850i xDrive","8 Series Coupe",m850i-xdrive,KSA,TBD,116,289,4.4,8,"All Wheel Drive",68,10.5,Petrol,523,750,Automatic,"4 Seater",3.7,,,,250,BMW-8-Series-Coupe-2024-M850i-xDrive,BMW-8-Series-Coupe-2024-M850i-xDrive,Publish,"0000-00-00 00:00:00"
117,630i,"6 Series Gran Turismo",630i,KSA,TBD,117,289,2,4,"Rear Wheel Drive",68,6.6,Petrol,258,400,Automatic,"5 Seater",6.3,,,,250,BMW-6-Series-Gran-Turismo-2024-630i,BMW-6-Series-Gran-Turismo-2024-630i,Publish,"0000-00-00 00:00:00"
118,sDrive20i,X2,sdrive20i,KSA,TBD,118,289,2,4,"Front Wheel Drive",51,7.4,Petrol,189,280,Automatic,"5 Seater",8.4,,,,180,BMW-X2-2024-sDrive20i,BMW-X2-2024-sDrive20i,Publish,"0000-00-00 00:00:00"
119,"M 850i xDrive","8 Series Convertible",m-850i-xdrive,KSA,TBD,119,289,4.4,8,"All Wheel Drive",68,10.5,Petrol,523,750,Automatic,"4 Seater",3.7,,,,250,BMW-8-Series-Convertible-2024-M-850i-xDrive,BMW-8-Series-Convertible-2024-M-850i-xDrive,Publish,"0000-00-00 00:00:00"
120,3.0T,"M2 Competition",3-0t,KSA,TBD,120,289,3,6,"Rear Wheel Drive",52,9.2,Petrol,410,550,Automatic,"4 Seater",4.2,,,,280,BMW-M2-Competition-2024-3.0T,BMW-M2-Competition-2024-3.0T,Publish,"0000-00-00 00:00:00"
121,XDrive40i,X7,xdrive40i,KSA,"5,01,630",121,289,3,6,"All Wheel Drive",83,9,Petrol,340,450,Automatic,"N A",6.1,,,,245,BMW-X7-2024-XDrive40i,BMW-X7-2024-XDrive40i,Publish,"0000-00-00 00:00:00"
122,XDrive50i,X7,xdrive50i,KSA,TBD,122,289,4.4,8,"All Wheel Drive",83,11.4,Petrol,462,650,Automatic,"N A",5.4,,,,245,BMW-X7-2024-XDrive50i,BMW-X7-2024-XDrive50i,Publish,"0000-00-00 00:00:00"
123,xDriveM50i,X7,xdrivem50i,KSA,TBD,123,289,4.4,8,"All Wheel Drive",83,12,Petrol,530,750,Automatic,"5 Seater",4.3,,,,250,BMW-X7-2024-xDriveM50i,BMW-X7-2024-xDriveM50i,Publish,"0000-00-00 00:00:00"
124,"XDrive40i M Sport",X7,xdrive40i-m-sport,KSA,"5,35,000",124,289,3,6,"All Wheel Drive",83,9,Petrol,340,450,Automatic,"N A",6.1,,,,245,BMW-X7-2024-XDrive40i-M-Sport,BMW-X7-2024-XDrive40i-M-Sport,Publish,"0000-00-00 00:00:00"
125,"M850i xDrive","8 Series Gran Coupe",m850i-xdrive,KSA,TBD,125,289,4.4,8,"All Wheel Drive",68,9.9,Petrol,530,750,Automatic,"4 Seater",3.9,,,,250,BMW-8-Series-Gran-Coupe-2024-M850i-xDrive,BMW-8-Series-Gran-Coupe-2024-M850i-xDrive,Publish,"0000-00-00 00:00:00"
126,840i,"8 Series Gran Coupe",840i,KSA,TBD,126,289,3,8,"Rear Wheel Drive",68,7.2,Petrol,340,500,Automatic,"4 Seater",5.2,,,,250,BMW-8-Series-Gran-Coupe-2024-840i,BMW-8-Series-Gran-Coupe-2024-840i,Publish,"0000-00-00 00:00:00"
127,"4.4T V8 xDrive","M8 Gran Coupe",4-4t-v8-xdrive,KSA,TBD,127,289,4.4,8,"All Wheel Drive",68,10.5,Petrol,600,750,Automatic,"4 Seater",3.3,,,,250,BMW-M8-Gran-Coupe-2024-4.4T-V8-xDrive,BMW-M8-Gran-Coupe-2024-4.4T-V8-xDrive,Publish,"0000-00-00 00:00:00"
128,xDrive40,IX,xdrive40,KSA,"4,75,000",128,289,0,"N/A, Electric","All Wheel Drive",,,Electric,326,630,,"5 Seater",6.1,71,425,Double,200,BMW-IX-2024-xDrive40,BMW-IX-2024-xDrive40,Publish,"0000-00-00 00:00:00"
129,xDrive50,IX,xdrive50,KSA,"5,10,000",129,289,0,"N/A, Electric","All Wheel Drive",,,Electric,523,765,,"5 Seater",4.6,105.2,630,Double,200,BMW-IX-2024-xDrive50,BMW-IX-2024-xDrive50,Publish,"0000-00-00 00:00:00"
130,"M Sport",iX3,m-sport,KSA,TBD,130,289,0,N/A,"Front Wheel Drive",,,Electric,286,400,,"5 Seater",6.8,80,480,Single,,BMW-iX3-2024-M-Sport,BMW-iX3-2024-M-Sport,Publish,"0000-00-00 00:00:00"
131,"101.7 kWh xDrive60",i7,101-7-kwh-xdrive60,KSA,"7,50,260",131,289,0,N/A,"All Wheel Drive",,,Electric,536,745,,"5 Seater",4.5,100,500,Double,,BMW-i7-2024-101.7-kWh-xDrive60,BMW-i7-2024-101.7-kWh-xDrive60,Publish,"0000-00-00 00:00:00"
132,"V8 650HP",XM,v8-650hp,KSA,"8,01,530",132,289,4.4,8,N/A,69,,Hybrid,653,800,Automatic,"5 Seater",4.3,,,,,BMW-XM-2024-V8-650HP,BMW-XM-2024-V8-650HP,Publish,"0000-00-00 00:00:00"
133,118i,"1 Series",118i,KSA,TBD,133,289,1.5,4,"Rear Wheel Drive",42,5,Petrol,140,220,Automatic,"5 Seater",8.5,,,,213,BMW-1-Series-2024-118i,BMW-1-Series-2024-118i,Publish,"0000-00-00 00:00:00"
134,120i,"1 Series",120i,KSA,TBD,134,289,1.6,4,"Rear Wheel Drive",52,5.9,Petrol,177,250,Automatic,"5 Seater",7.2,,,,222,BMW-1-Series-2024-120i,BMW-1-Series-2024-120i,Publish,"0000-00-00 00:00:00"
135,sDrive20i,X1,sdrive20i,KSA,TBD,135,289,2,N/A,"Front Wheel Drive",51,6,Petrol,192,280,Automatic,"5 Seater",7.7,,,,225,BMW-X1-2024-sDrive20i,BMW-X1-2024-sDrive20i,Publish,"0000-00-00 00:00:00"
136,220i,"2 Series Coupe",220i,KSA,TBD,136,289,2,4,"Rear Wheel Drive",52,5.9,Petrol,184,270,Automatic,"4 Seater",7.2,,,,230,BMW-2-Series-Coupe-2024-220i,BMW-2-Series-Coupe-2024-220i,Publish,"0000-00-00 00:00:00"
137,"218i M Sport","2 Series Grand Coupe",218i-m-sport,KSA,"1,92,500",137,289,1.5,3,"Rear Wheel Drive",42,5.9,Petrol,140,220,Automatic,"4 Seater",8.7,,,,215,BMW-2-Series-Grand-Coupe-2024-218i-M-Sport,BMW-2-Series-Grand-Coupe-2024-218i-M-Sport,Publish,"0000-00-00 00:00:00"
138,520i,"5 Series",520i,KSA,"3,10,000",138,289,2,4,"Rear Wheel Drive",70,6.1,Petrol,184,290,Automatic,"5 Seater",7.9,,,,235,BMW-5-Series-2024-520i,BMW-5-Series-2024-520i,Publish,"0000-00-00 00:00:00"
139,530i,"5 Series",530i,KSA,"3,10,000",139,289,2,4,"Rear Wheel Drive",68,5.9,Petrol,252,350,Automatic,"5 Seater",6.2,,,,250,BMW-5-Series-2024-530i,BMW-5-Series-2024-530i,Publish,"0000-00-00 00:00:00"
140,540i,"5 Series",540i,KSA,TBD,140,289,3,6,"Rear Wheel Drive",68,6.9,Petrol,340,450,Automatic,"5 Seater",5.1,,,,250,BMW-5-Series-2024-540i,BMW-5-Series-2024-540i,Publish,"0000-00-00 00:00:00"
141,sDrive20i,"Z4 Roadster",sdrive20i,KSA,TBD,141,289,2,N/A,"Rear Wheel Drive",55,6.1,Petrol,197,320,Automatic,"2 Seater",6.6,,,,240,BMW-Z4-Roadster-2024-sDrive20i,BMW-Z4-Roadster-2024-sDrive20i,Publish,"0000-00-00 00:00:00"
142,sDrive30i,"Z4 Roadster",sdrive30i,KSA,TBD,142,289,2,4,"Rear Wheel Drive",55,6.1,Petrol,258,400,Automatic,"2 Seater",5.4,,,,250,BMW-Z4-Roadster-2024-sDrive30i,BMW-Z4-Roadster-2024-sDrive30i,Publish,"0000-00-00 00:00:00"
143,220i,"2 Series Convertible",220i,KSA,TBD,143,289,2,4,"Rear Wheel Drive",52,6.1,Petrol,184,270,Automatic,"4 Seater",7.7,,,,226,BMW-2-Series-Convertible-2024-220i,BMW-2-Series-Convertible-2024-220i,Publish,"0000-00-00 00:00:00"
144,420i,"4 Series Coupe",420i,KSA,"2,85,000",144,289,2,4,"Rear Wheel Drive",60,5.8,Petrol,184,270,Automatic,"4 Seater",7.5,,,,236,BMW-4-Series-Coupe-2024-420i,BMW-4-Series-Coupe-2024-420i,Publish,"0000-00-00 00:00:00"
145,430i,"4 Series Coupe",430i,KSA,TBD,145,289,2,4,"Rear Wheel Drive",60,5.8,Petrol,252,350,Automatic,"4 Seater",5.8,,,,250,BMW-4-Series-Coupe-2024-430i,BMW-4-Series-Coupe-2024-430i,Publish,"0000-00-00 00:00:00"
146,440i,"4 Series Coupe",440i,KSA,TBD,146,289,3,6,"Rear Wheel Drive",60,6.8,Petrol,326,450,Automatic,"4 Seater",5,,,,250,BMW-4-Series-Coupe-2024-440i,BMW-4-Series-Coupe-2024-440i,Publish,"0000-00-00 00:00:00"
147,420i,"4 Series Gran Coupe",420i,KSA,TBD,147,289,2,4,"Rear Wheel Drive",59,6.6,Petrol,184,300,Automatic,"4 Seater",7.9,,,,236,BMW-4-Series-Gran-Coupe-2024-420i,BMW-4-Series-Gran-Coupe-2024-420i,Publish,"0000-00-00 00:00:00"
148,430i,"4 Series Gran Coupe",430i,KSA,TBD,148,289,2,4,"Rear Wheel Drive",59,7.6,Petrol,250,400,Automatic,"4 Seater",6.2,,,,250,BMW-4-Series-Gran-Coupe-2024-430i,BMW-4-Series-Gran-Coupe-2024-430i,Publish,"0000-00-00 00:00:00"
149,330i,"3 Series",330i,KSA,"1,99,000",149,289,2,4,"Rear Wheel Drive",60,5.8,Petrol,258,400,Automatic,"5 Seater",5.8,,,,250,BMW-3-Series-2024-330i,BMW-3-Series-2024-330i,Publish,"0000-00-00 00:00:00"
150,320i,"3 Series",320i,KSA,TBD,150,289,2,4,"Rear Wheel Drive",60,5.5,Petrol,184,300,Automatic,"5 Seater",7.1,,,,240,BMW-3-Series-2024-320i,BMW-3-Series-2024-320i,Publish,"0000-00-00 00:00:00"
151,"xDrive 30i",X4,xdrive-30i,KSA,"2,26,000",151,289,2,4,"All Wheel Drive",67,7.3,Petrol,252,350,Automatic,"5 Seater",6.3,,,,240,BMW-X4-2024-xDrive-30i,BMW-X4-2024-xDrive-30i,Publish,"0000-00-00 00:00:00"
152,sDriveM40i,"Z4 Roadster",sdrivem40i,KSA,TBD,152,289,3,6,"All Wheel Drive",55,7.4,Petrol,340,500,Automatic,"2 Seater",4.5,,,,250,BMW-Z4-Roadster-2024-sDriveM40i,BMW-Z4-Roadster-2024-sDriveM40i,Publish,"0000-00-00 00:00:00"
153,"xDrive 30i",X3,xdrive-30i,KSA,TBD,153,289,2,4,"All Wheel Drive",65,7.3,Petrol,248,350,Automatic,"5 Seater",6.3,,,,240,BMW-X3-2024-xDrive-30i,BMW-X3-2024-xDrive-30i,Publish,"0000-00-00 00:00:00"
154,xDrive40i,X6,xdrive40i,KSA,TBD,154,289,3,6,"All Wheel Drive",83,9.9,Petrol,340,450,Automatic,"5 Seater",5.5,,,,250,BMW-X6-2024-xDrive40i,BMW-X6-2024-xDrive40i,Publish,"0000-00-00 00:00:00"
155,"xDrive40i M Sport",X6,xdrive40i-m-sport,KSA,"4,58,125",155,289,3,6,"All Wheel Drive",83,9.9,Petrol,340,450,Automatic,"5 Seater",5.5,,,,250,BMW-X6-2024-xDrive40i-M-Sport,BMW-X6-2024-xDrive40i-M-Sport,Publish,"0000-00-00 00:00:00"
156,"735Li (MHEV)","7 Series",735li-mhev,KSA,TBD,156,289,3,6,"Rear Wheel Drive",74,7.9,Petrol,286,425,Automatic,"5 Seater",6.7,,,,250,BMW-7-Series-2024-735Li-MHEV,BMW-7-Series-2024-735Li-MHEV,Publish,"0000-00-00 00:00:00"
157,"3.0T Competition","M3 Sedan",3-0t-competition,KSA,TBD,157,289,3,6,"Rear Wheel Drive",60,8.3,Petrol,450,550,Automatic,"5 Seater",4,,,,250,BMW-M3-Sedan-2024-3.0T-Competition,BMW-M3-Sedan-2024-3.0T-Competition,Publish,"0000-00-00 00:00:00"
158,3.0T,"M4 Coupe",3-0t,KSA,TBD,158,289,3,6,"Rear Wheel Drive",60,8.3,Petrol,431,550,Automatic,"4 Seater",4.1,,,,250,BMW-M4-Coupe-2024-3.0T,BMW-M4-Coupe-2024-3.0T,Publish,"0000-00-00 00:00:00"
159,"3.0T CS","M4 Coupe",3-0t-cs,KSA,TBD,159,289,3,6,"Rear Wheel Drive",60,8.4,Petrol,460,600,Automatic,"4 Seater",3.9,,,,280,BMW-M4-Coupe-2024-3.0T-CS,BMW-M4-Coupe-2024-3.0T-CS,Publish,"0000-00-00 00:00:00"
160,"3.0T Competition M xDrive","M4 Convertible",3-0t-competition-m-xdrive,KSA,TBD,160,289,3,6,"All Wheel Drive",60,10.2,Petrol,510,650,Automatic,"4 Seater",3.7,,,,250,BMW-M4-Convertible-2024-3.0T-Competition-M-xDrive,BMW-M4-Convertible-2024-3.0T-Competition-M-xDrive,Publish,"0000-00-00 00:00:00"
161,xDriveM50i,X6,xdrivem50i,KSA,"5,20,000",161,289,4.4,8,"All Wheel Drive",83,11.4,Petrol,530,750,Automatic,"N A",4.7,,,,250,BMW-X6-2024-xDriveM50i,BMW-X6-2024-xDriveM50i,Publish,"0000-00-00 00:00:00"
162,"4.4T (600 HP)","M5 Sedan",4-4t-600-hp,KSA,TBD,162,289,4.4,8,"All Wheel Drive",68,10.5,Petrol,600,750,Automatic,"5 Seater",3.4,,,,250,BMW-M5-Sedan-2024-4.4T-600-HP,BMW-M5-Sedan-2024-4.4T-600-HP,Publish,"0000-00-00 00:00:00"
163,"740Li (MHEV)","7 Series",740li-mhev,KSA,TBD,163,289,3,6,"Rear Wheel Drive",74,7,Petrol,380,540,Automatic,"5 Seater",5.4,,,,250,BMW-7-Series-2024-740Li-MHEV,BMW-7-Series-2024-740Li-MHEV,Publish,"0000-00-00 00:00:00"
164,"745e Plug-In Hybrid","7 Series",745e-plug-in-hybrid,KSA,TBD,164,289,3,6,"Rear Wheel Drive",78,2.3,Hybrid,394,600,Automatic,"5 Seater",5.3,12,55,,250,BMW-7-Series-2024-745e-Plug-In-Hybrid,BMW-7-Series-2024-745e-Plug-In-Hybrid,Publish,"0000-00-00 00:00:00"
165,"750Li xDrive","7 Series",750li-xdrive,KSA,TBD,165,289,4.4,8,"All Wheel Drive",78,8.5,Petrol,530,750,Automatic,"5 Seater",4,,,,250,BMW-7-Series-2024-750Li-xDrive,BMW-7-Series-2024-750Li-xDrive,Publish,"0000-00-00 00:00:00"
166,"Plug-in Hybrid",i8,plug-in-hybrid,KSA,TBD,166,289,1.5,3,"All Wheel Drive",,2.5,Hybrid,374,570,Automatic,"4 Seater",4.4,,,,250,BMW-i8-2024-Plug-in-Hybrid,BMW-i8-2024-Plug-in-Hybrid,Publish,"0000-00-00 00:00:00"
167,"Plug-In Hybrid","i8 Roadster",plug-in-hybrid,KSA,TBD,167,289,1.5,3,"All Wheel Drive",,2.5,Hybrid,374,570,Automatic,"4 Seater",4.7,,,,250,BMW-i8-Roadster-2024-Plug-In-Hybrid,BMW-i8-Roadster-2024-Plug-In-Hybrid,Publish,"0000-00-00 00:00:00"
168,"760Li xDrive (MHEV)","7 Series",760li-xdrive-mhev,KSA,TBD,168,289,4.4,8,"All Wheel Drive",74,11.2,Petrol,544,750,Automatic,"5 Seater",4.2,,,,250,BMW-7-Series-2024-760Li-xDrive-MHEV,BMW-7-Series-2024-760Li-xDrive-MHEV,Publish,"0000-00-00 00:00:00"
